TransactionID,PaymentMethod,Datetime,Amount,Status,CustomerID
TR0435,Apple Pay,2022/11/6,153.4,Declined,CID1785
TR0436,Apple Pay,2022/8/10,225.57,Declined,CID1402
TR0437,Apple Pay,2022/10/17,140.33,Finished,CID1665
TR0438,Credit Card,2022/5/19,180.23,Declined,CID1203
TR0439,Bank Transfer,2022/5/5,230.99,Finished,CID1567
TR0440,Apple Pay,2023/11/4,287.17,Finished,CID1132
TR0441,Apple Pay,2022/8/8,370.22,Declined,CID1341
TR0442,Apple Pay,2023/10/4,409.95,Finished,CID1160
TR0443,Credit Card,2023/5/22,413.37,Declined,CID1730
TR0444,Bank Transfer,2022/3/18,95.54,Declined,CID1771
TR0445,Bank Transfer,2023/3/13,113.13,Declined,CID1199
TR0446,Apple Pay,2023/2/9,382.12,Declined,CID1228
TR0447,Apple Pay,2023/12/11,237.99,Declined,CID1439
TR0448,Bank Transfer,2022/10/11,108.55,Declined,CID1257
TR0449,Apple Pay,2022/12/29,498.03,Declined,CID1514
TR0450,Apple Pay,2022/10/23,373.15,Declined,CID1054
TR0451,Apple Pay,2022/3/8,450.64,Finished,CID1333
TR0452,Apple Pay,2022/9/28,387.56,Declined,CID1106
TR0453,Credit Card,2023/9/29,280.65,Finished,CID1799
TR0454,Apple Pay,2023/1/25,343.09,Declined,CID1263
TR0455,Bank Transfer,2023/6/25,315.44,Finished,CID1342
TR0456,Apple Pay,2023/12/17,432.85,Declined,CID1107
TR0457,Apple Pay,2023/8/11,139.07,Declined,CID1207
TR0458,Apple Pay,2022/3/30,335.58,Declined,CID1035
TR0459,Bank Transfer,2023/11/3,105.79,Finished,CID1444
TR0460,Apple Pay,2023/1/18,246.5,Declined,CID1763
TR0461,Credit Card,2022/5/28,445.22,Declined,CID1536
TR0462,Bank Transfer,2022/1/28,149.57,Declined,CID1809
TR0463,Bank Transfer,2022/12/31,476.54,Declined,CID1210
TR0464,Credit Card,2023/7/26,305.4,Finished,CID1056
TR0465,Bank Transfer,2023/5/3,472.55,Finished,CID1275
TR0466,Bank Transfer,2023/3/16,111.86,Declined,CID1812
TR0467,Bank Transfer,2023/12/27,297.52,Finished,CID1481
TR0468,Apple Pay,2023/5/16,45.73,Declined,CID1319
TR0469,Bank Transfer,2022/9/28,337.49,Finished,CID1858
TR0470,Apple Pay,2023/7/28,43.41,Finished,CID1262
TR0471,Credit Card,2022/6/27,30.79,Finished,CID1359
TR0472,Credit Card,2023/10/5,364.36,Finished,CID1082
TR0473,Credit Card,2022/7/22,333.19,Finished,CID1160
TR0474,Apple Pay,2022/1/24,110.04,Finished,CID1821
TR0475,Apple Pay,2022/9/5,163.17,Finished,CID1540
TR0476,Apple Pay,2023/9/24,250.99,Declined,CID1224
TR0477,Apple Pay,2023/11/2,373.73,Declined,CID1761
TR0478,Apple Pay,2023/12/8,239.65,Finished,CID1249
TR0479,Apple Pay,2022/10/31,18.65,Finished,CID1747
TR0480,Apple Pay,2022/6/28,41.85,Finished,CID1031
TR0481,Credit Card,2023/12/15,448.75,Finished,CID1579
TR0482,Apple Pay,2022/11/28,470.98,Declined,CID1447
TR0483,Apple Pay,2023/4/8,48.22,Finished,CID1467
TR0484,Credit Card,2022/11/6,277.01,Declined,CID1267
TR0485,Credit Card,2023/4/7,103.06,Declined,CID1506
TR0486,Bank Transfer,2022/4/19,372.85,Declined,CID1062
TR0487,Apple Pay,2022/7/5,207.73,Declined,CID1392
TR0488,Apple Pay,2023/11/14,353.99,Finished,CID1114
TR0489,Credit Card,2023/8/23,344.13,Declined,CID1113
TR0490,Credit Card,2022/3/28,45.7,Finished,CID1384
TR0491,Apple Pay,2023/2/18,277.43,Finished,CID1056
TR0492,Credit Card,2023/12/17,160.31,Declined,CID1023
TR0493,Bank Transfer,2023/9/26,80.48,Declined,CID1099
TR0494,Apple Pay,2023/10/28,199.91,Declined,CID1810
TR0495,Apple Pay,2023/9/5,21.32,Finished,CID1427
TR0496,Bank Transfer,2022/9/7,384.96,Finished,CID1334
TR0497,Credit Card,2022/11/17,356.46,Declined,CID1853
TR0498,Apple Pay,2022/5/17,251.61,Declined,CID1363
TR0499,Bank Transfer,2023/8/10,193.81,Finished,CID1036
TR0500,Credit Card,2022/7/4,193.14,Declined,CID1088
TR0501,Bank Transfer,2023/4/19,250.22,Finished,CID1815
TR0502,Bank Transfer,2022/3/31,335.75,Declined,CID1737
TR0503,Bank Transfer,2023/6/27,130.34,Declined,CID1198
TR0504,Apple Pay,2023/12/24,79.86,Declined,CID1089
TR0505,Credit Card,2022/11/12,346.21,Declined,CID1338
TR0506,Credit Card,2023/9/27,153.11,Declined,CID1649
TR0507,Bank Transfer,2022/11/22,159.99,Finished,CID1218
TR0508,Credit Card,2023/12/5,197.63,Finished,CID1733
TR0509,Bank Transfer,2023/7/30,395.56,Declined,CID1595
TR0510,Apple Pay,2023/10/14,215.37,Declined,CID1236
TR0511,Credit Card,2022/12/18,20.58,Finished,CID1443
TR0512,Bank Transfer,2022/12/26,240.43,Declined,CID1578
TR0513,Apple Pay,2022/8/21,243.3,Finished,CID1104
TR0514,Apple Pay,2022/1/29,479.75,Declined,CID1417
TR0515,Apple Pay,2022/10/19,290,Finished,CID1070
TR0516,Bank Transfer,2022/3/20,390.16,Finished,CID1803
TR0517,Credit Card,2023/4/29,54.73,Declined,CID1266
TR0518,Bank Transfer,2022/11/2,410.6,Declined,CID1713
TR0519,Bank Transfer,2023/3/30,281.55,Declined,CID1174
TR0520,Credit Card,2023/11/26,389.59,Declined,CID1451
TR0521,Bank Transfer,2022/10/22,218.67,Finished,CID1303
TR0522,Apple Pay,2022/2/9,61.16,Finished,CID1487
TR0523,Credit Card,2023/2/14,60.64,Finished,CID1634
TR0524,Credit Card,2023/6/2,198.94,Declined,CID1373
TR0525,Bank Transfer,2023/1/30,22.6,Declined,CID1203
TR0526,Credit Card,2023/1/12,99.03,Finished,CID1602
TR0527,Credit Card,2023/1/20,406.33,Finished,CID1884
TR0528,Bank Transfer,2023/12/27,481,Finished,CID1300
TR0529,Credit Card,2023/11/23,443.62,Declined,CID1798
TR0530,Credit Card,2022/6/21,89.16,Declined,CID1499
TR0531,Credit Card,2022/8/26,245.08,Declined,CID1897
TR0532,Apple Pay,2023/5/12,493.26,Declined,CID1671
TR0533,Bank Transfer,2022/1/27,233.29,Declined,CID1838
TR0534,Credit Card,2023/10/29,490.92,Finished,CID1517
TR0535,Apple Pay,2023/11/26,109.8,Finished,CID1589
TR0536,Bank Transfer,2022/6/12,73.64,Finished,CID1209
TR0537,Apple Pay,2022/4/26,347.83,Declined,CID1145
TR0538,Bank Transfer,2023/9/5,147.32,Declined,CID1408
TR0539,Bank Transfer,2022/4/10,323.1,Finished,CID1716
TR0540,Apple Pay,2022/4/5,420.93,Declined,CID1745
TR0541,Apple Pay,2022/7/26,421.39,Declined,CID1679
TR0542,Credit Card,2023/9/24,453.73,Declined,CID1723
TR0543,Credit Card,2022/11/18,290.8,Declined,CID1802
TR0544,Apple Pay,2023/4/15,104.18,Declined,CID1026
TR0545,Bank Transfer,2023/10/19,149.27,Declined,CID1499
TR0546,Bank Transfer,2023/3/30,211.88,Finished,CID1210
TR0547,Credit Card,2023/8/24,309.02,Declined,CID1717
TR0548,Credit Card,2022/7/21,374.85,Declined,CID1733
TR0549,Credit Card,2022/6/6,73.64,Declined,CID1379
TR0550,Credit Card,2022/9/24,110.69,Finished,CID1487
TR0551,Credit Card,2022/12/14,168.05,Finished,CID1285
TR0552,Apple Pay,2023/5/7,240.03,Finished,CID1863
TR0553,Bank Transfer,2022/3/22,281.36,Declined,CID1520
TR0554,Bank Transfer,2022/1/29,172.01,Finished,CID1681
TR0555,Bank Transfer,2023/11/19,116.18,Declined,CID1252
TR0556,Credit Card,2023/2/20,152.01,Declined,CID1629
TR0557,Apple Pay,2022/1/30,287.87,Finished,CID1203
TR0558,Credit Card,2022/12/18,209.37,Finished,CID1358
TR0559,Bank Transfer,2022/8/28,102.4,Finished,CID1470
TR0560,Bank Transfer,2023/12/1,72.58,Declined,CID1841
TR0561,Bank Transfer,2023/1/18,298.09,Finished,CID1894
TR0562,Bank Transfer,2022/3/13,286.28,Finished,CID1511
TR0563,Credit Card,2022/12/12,99.55,Declined,CID1596
TR0564,Apple Pay,2023/12/15,250.2,Finished,CID1875
TR0565,Credit Card,2022/1/19,66.97,Finished,CID1738
TR0566,Bank Transfer,2022/10/10,71.83,Finished,CID1203
TR0567,Apple Pay,2022/12/14,362.32,Declined,CID1323
TR0568,Credit Card,2022/4/8,334.44,Finished,CID1378
TR0569,Bank Transfer,2023/7/17,79.34,Finished,CID1866
TR0570,Bank Transfer,2023/11/10,490.99,Finished,CID1220
TR0571,Apple Pay,2022/12/16,193.15,Declined,CID1366
TR0572,Bank Transfer,2023/10/15,139.11,Finished,CID1736
TR0573,Credit Card,2023/3/20,211.94,Declined,CID1379
TR0574,Bank Transfer,2023/12/16,433.67,Declined,CID1618
TR0575,Credit Card,2023/6/6,115.62,Finished,CID1462
TR0576,Apple Pay,2023/11/26,241.8,Finished,CID1532
TR0577,Apple Pay,2022/2/20,296.89,Declined,CID1584
TR0578,Bank Transfer,2022/12/1,228.29,Finished,CID1236
TR0579,Bank Transfer,2023/6/18,472.62,Declined,CID1040
TR0580,Apple Pay,2023/9/19,258.39,Declined,CID1748
TR0581,Bank Transfer,2023/3/4,211.36,Declined,CID1660
TR0582,Apple Pay,2023/5/20,209.09,Declined,CID1726
TR0583,Bank Transfer,2023/1/5,121.73,Finished,CID1185
TR0584,Apple Pay,2023/3/21,378.87,Finished,CID1043
TR0585,Credit Card,2023/3/16,442.4,Declined,CID1081
TR0586,Credit Card,2023/10/17,122,Finished,CID1134
TR0587,Credit Card,2023/2/13,172.43,Finished,CID1091
TR0588,Apple Pay,2023/7/27,157.36,Finished,CID1516
TR0589,Credit Card,2023/2/28,124.03,Declined,CID1784
TR0590,Credit Card,2023/8/19,275.89,Declined,CID1482
TR0591,Apple Pay,2022/1/10,487.6,Declined,CID1016
TR0592,Credit Card,2022/4/27,281.52,Finished,CID1624
TR0593,Apple Pay,2023/9/26,114.03,Finished,CID1543
TR0594,Credit Card,2022/1/16,76.98,Finished,CID1630
TR0595,Bank Transfer,2022/11/21,150.83,Declined,CID1010
TR0596,Bank Transfer,2023/11/2,85.24,Finished,CID1328
TR0597,Credit Card,2023/2/25,412.03,Finished,CID1011
TR0598,Apple Pay,2022/6/17,397.31,Declined,CID1691
TR0599,Apple Pay,2023/2/1,452.19,Finished,CID1338
TR0600,Bank Transfer,2023/8/12,172.49,Finished,CID1874
TR0601,Bank Transfer,2023/4/15,453.05,Finished,CID1429
TR0602,Apple Pay,2023/8/9,428.82,Declined,CID1486
TR0603,Bank Transfer,2023/5/31,422.51,Declined,CID1143
TR0604,Apple Pay,2023/5/24,117.86,Declined,CID1168
TR0605,Bank Transfer,2023/7/12,421.58,Declined,CID1262
TR0606,Apple Pay,2022/10/8,26.96,Finished,CID1877
TR0607,Credit Card,2023/7/27,297.77,Finished,CID1423
TR0608,Credit Card,2022/10/11,188.64,Finished,CID1676
TR0609,Bank Transfer,2022/2/25,124.88,Declined,CID1489
TR0610,Credit Card,2022/12/31,342.48,Declined,CID1895
TR0611,Apple Pay,2022/4/17,328.9,Finished,CID1714
TR0612,Apple Pay,2022/8/14,162.64,Finished,CID1561
TR0613,Credit Card,2022/9/8,236.16,Finished,CID1892
TR0614,Credit Card,2023/10/17,254.15,Finished,CID1855
TR0615,Apple Pay,2022/2/11,54.97,Finished,CID1899
TR0616,Credit Card,2023/6/13,310.53,Finished,CID1582
TR0617,Bank Transfer,2022/1/18,21.16,Declined,CID1612
TR0618,Credit Card,2023/8/22,403.36,Finished,CID1391
TR0619,Apple Pay,2023/9/2,87.84,Finished,CID1127
TR0620,Credit Card,2022/8/28,129.35,Finished,CID1835
TR0621,Apple Pay,2023/11/13,355.81,Declined,CID1248
TR0622,Credit Card,2023/12/14,77.5,Declined,CID1825
TR0623,Apple Pay,2023/12/22,101.38,Declined,CID1069
TR0624,Credit Card,2022/10/22,386.91,Declined,CID1098
TR0625,Apple Pay,2023/2/8,69.33,Declined,CID1627
TR0626,Credit Card,2022/7/15,192.92,Finished,CID1866
TR0627,Apple Pay,2022/8/25,278.11,Declined,CID1623
TR0628,Apple Pay,2022/12/10,200.99,Declined,CID1891
TR0629,Apple Pay,2023/1/1,333.53,Finished,CID1766
TR0630,Credit Card,2022/1/9,175.58,Declined,CID1259
TR0631,Bank Transfer,2022/6/11,46.8,Declined,CID1333
TR0632,Credit Card,2023/6/22,365.22,Finished,CID1142
TR0633,Apple Pay,2023/7/12,182.66,Finished,CID1636
TR0634,Apple Pay,2023/12/23,334.99,Declined,CID1103
TR0635,Credit Card,2022/1/17,67.06,Declined,CID1047
TR0636,Credit Card,2023/12/15,372.71,Finished,CID1359
TR0637,Credit Card,2023/1/20,147.34,Declined,CID1561
TR0638,Apple Pay,2022/9/11,129.8,Declined,CID1731
TR0639,Apple Pay,2022/11/26,288.19,Finished,CID1874
TR0640,Credit Card,2023/4/2,98.07,Finished,CID1578
TR0641,Credit Card,2023/4/1,463.76,Declined,CID1509
TR0642,Apple Pay,2023/5/28,200.83,Finished,CID1630
TR0643,Credit Card,2023/1/26,305.17,Finished,CID1533
TR0644,Credit Card,2023/2/9,359.35,Declined,CID1779
TR0645,Bank Transfer,2022/6/16,72.71,Declined,CID1140
TR0646,Credit Card,2023/4/22,29.67,Declined,CID1713
TR0647,Credit Card,2023/12/27,466.91,Finished,CID1240
TR0648,Credit Card,2023/8/12,392.09,Finished,CID1783
TR0649,Credit Card,2022/2/6,242.11,Declined,CID1176
TR0650,Apple Pay,2022/11/26,361.9,Declined,CID1039
TR0651,Bank Transfer,2022/3/10,91.23,Declined,CID1460
TR0652,Apple Pay,2022/10/24,228.3,Declined,CID1551
TR0653,Credit Card,2022/1/15,428.93,Finished,CID1544
TR0654,Credit Card,2022/1/10,412.4,Declined,CID1203
TR0655,Bank Transfer,2023/1/14,439.17,Finished,CID1416
TR0656,Bank Transfer,2023/2/4,214.54,Declined,CID1462
TR0657,Apple Pay,2023/1/9,317.38,Finished,CID1741
TR0658,Bank Transfer,2022/2/28,477.12,Declined,CID1826
TR0659,Credit Card,2022/8/7,479.65,Finished,CID1273
TR0660,Credit Card,2022/6/22,438.8,Finished,CID1712
TR0661,Credit Card,2023/3/13,160.01,Declined,CID1418
TR0662,Credit Card,2023/4/19,346.07,Finished,CID1626
TR0663,Bank Transfer,2023/12/10,68.17,Declined,CID1426
TR0664,Bank Transfer,2023/2/15,253.96,Declined,CID1444
TR0665,Apple Pay,2023/1/24,229.41,Finished,CID1798
TR0666,Apple Pay,2022/2/19,381.79,Declined,CID1555
TR0667,Bank Transfer,2023/7/14,399.3,Declined,CID1119
TR0668,Bank Transfer,2023/12/12,355.79,Finished,CID1186
TR0669,Apple Pay,2023/10/20,403.07,Declined,CID1662
TR0670,Bank Transfer,2023/8/31,116.77,Finished,CID1517
TR0671,Bank Transfer,2023/10/8,418.65,Declined,CID1825
TR0672,Bank Transfer,2023/6/5,62,Finished,CID1752
TR0673,Apple Pay,2023/4/30,161.84,Finished,CID1755
TR0674,Apple Pay,2023/1/25,393.92,Finished,CID1795
TR0675,Credit Card,2022/5/25,25.62,Declined,CID1798
TR0676,Credit Card,2022/4/19,485.15,Declined,CID1401
TR0677,Credit Card,2022/8/5,157.13,Finished,CID1076
TR0678,Credit Card,2023/9/10,455.79,Declined,CID1692
TR0679,Credit Card,2023/9/1,459.2,Finished,CID1724
TR0680,Credit Card,2022/1/10,307.12,Declined,CID1450
TR0681,Credit Card,2022/10/11,140.76,Declined,CID1393
TR0682,Credit Card,2023/4/3,367.2,Finished,CID1241
TR0683,Apple Pay,2022/10/13,141.05,Declined,CID1563
TR0684,Bank Transfer,2023/5/28,451.64,Finished,CID1632
TR0685,Apple Pay,2023/1/27,393.94,Declined,CID1344
TR0686,Apple Pay,2022/1/22,378.46,Declined,CID1678
TR0687,Bank Transfer,2022/5/6,52.22,Finished,CID1549
TR0688,Credit Card,2022/6/19,92.33,Declined,CID1575
TR0689,Apple Pay,2023/1/30,42.69,Finished,CID1132
TR0690,Bank Transfer,2022/8/27,423.86,Finished,CID1652
TR0691,Bank Transfer,2022/6/17,173.7,Declined,CID1736
TR0692,Credit Card,2023/11/19,195.45,Declined,CID1112
TR0693,Apple Pay,2022/6/26,144.59,Finished,CID1593
TR0694,Apple Pay,2022/3/16,95.73,Declined,CID1306
TR0695,Bank Transfer,2022/9/19,168.32,Declined,CID1546
TR0696,Credit Card,2022/9/15,313.56,Finished,CID1529
TR0697,Credit Card,2023/3/28,106.91,Declined,CID1458
TR0698,Apple Pay,2023/6/15,400.2,Finished,CID1304
TR0699,Apple Pay,2022/9/18,407.42,Declined,CID1867
TR0700,Bank Transfer,2023/3/30,93.19,Declined,CID1213
TR0701,Bank Transfer,2023/6/25,113.01,Declined,CID1100
TR0702,Apple Pay,2022/5/18,422.88,Finished,CID1616
TR0703,Bank Transfer,2022/2/25,253.96,Declined,CID1238
TR0704,Credit Card,2022/11/26,383.29,Finished,CID1605
TR0705,Apple Pay,2022/4/10,76.8,Finished,CID1479
TR0706,Credit Card,2022/12/28,221.37,Finished,CID1327
TR0707,Bank Transfer,2022/2/25,287.73,Declined,CID1302
TR0708,Credit Card,2022/5/13,148.52,Finished,CID1198
TR0709,Bank Transfer,2023/7/20,252.77,Finished,CID1353
TR0710,Credit Card,2022/9/28,323.39,Declined,CID1693
TR0711,Credit Card,2022/9/23,270.58,Finished,CID1384
TR0712,Credit Card,2023/7/24,102.33,Declined,CID1729
TR0713,Apple Pay,2023/7/13,400.6,Declined,CID1546
TR0714,Credit Card,2023/9/26,206.1,Declined,CID1518
TR0715,Apple Pay,2022/10/2,499.13,Declined,CID1242
TR0716,Bank Transfer,2022/4/18,340.37,Declined,CID1515
TR0717,Bank Transfer,2022/3/8,336.65,Declined,CID1406
TR0718,Credit Card,2023/1/15,247.59,Declined,CID1060
TR0719,Apple Pay,2022/1/27,155.2,Finished,CID1494
TR0720,Bank Transfer,2022/3/20,359.73,Declined,CID1237
TR0721,Apple Pay,2023/1/6,202.25,Finished,CID1317
TR0722,Bank Transfer,2023/1/12,317.71,Finished,CID1635
TR0723,Apple Pay,2022/12/25,186.01,Declined,CID1398
TR0724,Bank Transfer,2022/5/19,194.49,Declined,CID1684
TR0725,Bank Transfer,2022/1/14,233.07,Declined,CID1813
TR0726,Bank Transfer,2022/9/20,349.03,Declined,CID1721
TR0727,Credit Card,2022/7/25,228.25,Declined,CID1348
TR0728,Bank Transfer,2023/8/23,61.69,Finished,CID1458
TR0729,Bank Transfer,2023/6/28,365.05,Declined,CID1346
TR0730,Bank Transfer,2022/5/4,404.06,Finished,CID1295
TR0731,Credit Card,2023/7/22,477.74,Declined,CID1447
TR0732,Credit Card,2022/8/22,171.82,Finished,CID1387
TR0733,Credit Card,2023/9/12,321.62,Finished,CID1651
TR0734,Bank Transfer,2023/6/11,84.55,Finished,CID1063
TR0735,Credit Card,2023/2/11,271.52,Finished,CID1054
TR0736,Apple Pay,2023/6/9,111.07,Finished,CID1624
TR0737,Apple Pay,2022/1/30,338.46,Finished,CID1280
TR0738,Bank Transfer,2023/4/20,248.72,Finished,CID1137
TR0739,Apple Pay,2023/12/1,16.78,Finished,CID1415
TR0740,Apple Pay,2022/8/12,272.09,Declined,CID1191
TR0741,Bank Transfer,2023/12/9,470.03,Declined,CID1048
TR0742,Credit Card,2023/9/26,222.68,Finished,CID1315
TR0743,Bank Transfer,2022/10/10,204.06,Declined,CID1005
TR0744,Apple Pay,2022/1/27,47.68,Declined,CID1270
TR0745,Bank Transfer,2022/3/20,339.78,Finished,CID1128
TR0746,Bank Transfer,2023/4/10,395.17,Finished,CID1733
TR0747,Bank Transfer,2022/6/27,50.19,Finished,CID1231
TR0748,Credit Card,2023/11/13,94.46,Finished,CID1264
TR0749,Apple Pay,2022/7/15,59.41,Declined,CID1808
TR0750,Credit Card,2022/6/6,496.87,Declined,CID1622
TR0751,Bank Transfer,2022/2/9,59.12,Finished,CID1616
TR0752,Apple Pay,2022/11/15,303.24,Declined,CID1585
TR0753,Bank Transfer,2022/10/18,87.04,Declined,CID1892
TR0754,Apple Pay,2023/4/15,425.02,Declined,CID1742
TR0755,Bank Transfer,2022/12/1,267.42,Declined,CID1191
TR0756,Credit Card,2023/7/30,259.93,Finished,CID1048
TR0757,Bank Transfer,2023/3/9,416.68,Finished,CID1032
TR0758,Credit Card,2023/1/17,444.6,Finished,CID1753
TR0759,Apple Pay,2022/2/5,34.96,Finished,CID1279
TR0760,Bank Transfer,2022/6/12,360.3,Finished,CID1342
TR0761,Bank Transfer,2023/6/26,301.87,Finished,CID1572
TR0762,Apple Pay,2023/11/2,229.75,Finished,CID1493
TR0763,Apple Pay,2023/10/2,384.1,Finished,CID1073
TR0764,Credit Card,2023/7/24,137.97,Finished,CID1397
TR0765,Bank Transfer,2022/6/4,368.14,Declined,CID1152
TR0766,Bank Transfer,2023/1/27,312.16,Finished,CID1590
TR0767,Apple Pay,2022/4/20,13.47,Finished,CID1366
TR0768,Bank Transfer,2023/11/10,296.09,Finished,CID1318
TR0769,Credit Card,2023/8/31,401.31,Finished,CID1092
TR0770,Apple Pay,2022/8/10,324.3,Declined,CID1768
TR0771,Bank Transfer,2023/9/4,374.47,Finished,CID1048
TR0772,Bank Transfer,2023/12/1,469.38,Finished,CID1399
TR0773,Bank Transfer,2022/1/22,455.11,Declined,CID1333
TR0774,Credit Card,2023/6/9,433.59,Finished,CID1752
TR0775,Credit Card,2023/5/31,289.18,Declined,CID1613
TR0776,Bank Transfer,2023/12/14,94.79,Declined,CID1597
TR0777,Apple Pay,2022/8/24,80.4,Declined,CID1316
TR0778,Apple Pay,2022/11/1,136.34,Finished,CID1215
TR0779,Bank Transfer,2023/11/17,171.67,Finished,CID1868
TR0780,Credit Card,2023/2/11,108.6,Declined,CID1387
TR0781,Apple Pay,2023/8/17,74.4,Declined,CID1591
TR0782,Bank Transfer,2023/1/5,263.57,Finished,CID1632
TR0783,Apple Pay,2023/1/26,311.95,Finished,CID1157
TR0784,Bank Transfer,2022/1/31,110.85,Declined,CID1857
TR0785,Credit Card,2023/3/10,23.43,Declined,CID1535
TR0786,Bank Transfer,2023/3/9,66.16,Declined,CID1501
TR0787,Apple Pay,2023/4/5,485.75,Finished,CID1396
TR0788,Apple Pay,2023/8/1,239.11,Finished,CID1601
TR0789,Apple Pay,2023/12/27,28.86,Finished,CID1435
TR0790,Credit Card,2022/9/28,213.7,Finished,CID1305
TR0791,Credit Card,2023/8/17,12.09,Finished,CID1554
TR0792,Bank Transfer,2022/5/1,486.68,Finished,CID1608
TR0793,Credit Card,2023/11/1,354.19,Declined,CID1033
TR0794,Bank Transfer,2022/6/3,418.49,Declined,CID1779
TR0795,Bank Transfer,2022/4/23,402.83,Finished,CID1075
TR0796,Bank Transfer,2022/10/1,367.72,Declined,CID1623
TR0797,Bank Transfer,2023/2/5,117.68,Finished,CID1467
TR0798,Credit Card,2023/11/10,263.82,Finished,CID1035
TR0799,Bank Transfer,2022/3/27,402.89,Finished,CID1048
TR0800,Credit Card,2022/9/7,55.6,Declined,CID1155
TR0801,Bank Transfer,2023/8/3,143.72,Finished,CID1753
TR0802,Credit Card,2022/12/12,160.67,Finished,CID1556
TR0803,Credit Card,2023/9/3,266.96,Declined,CID1547
TR0804,Bank Transfer,2023/3/18,332.4,Declined,CID1280
TR0805,Bank Transfer,2023/12/1,34.89,Finished,CID1413
TR0806,Credit Card,2023/6/27,307.51,Finished,CID1200
TR0807,Bank Transfer,2022/8/18,177.81,Declined,CID1595
TR0808,Bank Transfer,2022/9/28,306.6,Declined,CID1871
TR0809,Credit Card,2023/11/22,275.12,Finished,CID1156
TR0810,Apple Pay,2022/7/26,161.66,Finished,CID1353
TR0811,Apple Pay,2023/8/14,389.23,Finished,CID1557
TR0812,Bank Transfer,2023/12/11,155.45,Declined,CID1096
TR0813,Bank Transfer,2022/10/10,150.73,Declined,CID1893
TR0814,Bank Transfer,2022/8/7,403.86,Finished,CID1228
TR0815,Credit Card,2022/8/14,138.13,Finished,CID1221
TR0816,Credit Card,2023/5/13,50.84,Declined,CID1848
TR0817,Credit Card,2023/12/21,127.72,Declined,CID1289
TR0818,Apple Pay,2022/10/29,261.43,Finished,CID1519
TR0819,Credit Card,2022/2/1,497.06,Declined,CID1140
TR0820,Apple Pay,2022/1/26,457.66,Finished,CID1724
TR0821,Bank Transfer,2022/4/1,440.47,Finished,CID1555
TR0822,Credit Card,2022/12/22,472.57,Declined,CID1089
TR0823,Apple Pay,2022/11/10,457.13,Finished,CID1280
TR0824,Apple Pay,2023/5/16,129.29,Declined,CID1407
TR0825,Credit Card,2023/10/4,176.68,Declined,CID1393
TR0826,Apple Pay,2022/3/6,30.54,Declined,CID1611
TR0827,Credit Card,2023/12/29,31.23,Finished,CID1532
TR0828,Apple Pay,2022/12/14,391.64,Finished,CID1158
TR0829,Credit Card,2023/9/28,175.62,Finished,CID1885
TR0830,Apple Pay,2022/8/7,411.76,Declined,CID1293
TR0831,Bank Transfer,2023/8/21,272.33,Finished,CID1879
TR0832,Credit Card,2022/7/15,125.69,Finished,CID1783
TR0833,Apple Pay,2022/6/9,20.77,Declined,CID1802
TR0834,Bank Transfer,2022/3/3,396.12,Finished,CID1520
TR0835,Credit Card,2022/6/9,42.61,Declined,CID1868
TR0836,Bank Transfer,2023/3/2,294.9,Finished,CID1787
TR0837,Credit Card,2022/4/2,293.93,Declined,CID1882
TR0838,Bank Transfer,2023/4/11,194.9,Finished,CID1390
TR0839,Credit Card,2022/4/19,361.15,Finished,CID1660
TR0840,Apple Pay,2022/5/22,442.44,Declined,CID1573
TR0841,Credit Card,2022/7/7,117.73,Declined,CID1273
TR0842,Bank Transfer,2023/2/23,170.75,Finished,CID1019
TR0843,Apple Pay,2022/2/1,390.67,Declined,CID1177
TR0844,Bank Transfer,2022/10/17,33.85,Declined,CID1318
TR0845,Apple Pay,2022/6/7,141.52,Declined,CID1879
TR0846,Credit Card,2023/11/30,431.58,Declined,CID1788
TR0847,Apple Pay,2022/2/18,388.11,Finished,CID1566
TR0848,Bank Transfer,2023/11/23,355.15,Finished,CID1341
TR0849,Bank Transfer,2022/10/3,414.12,Finished,CID1197
TR0850,Bank Transfer,2023/11/13,126.61,Finished,CID1628
TR0851,Credit Card,2023/10/1,27.47,Finished,CID1069
TR0852,Apple Pay,2023/4/14,499.28,Finished,CID1783
TR0853,Credit Card,2023/4/8,66.84,Declined,CID1372
TR0854,Apple Pay,2022/3/22,140.58,Declined,CID1606
TR0855,Bank Transfer,2023/4/24,75.94,Declined,CID1298
TR0856,Bank Transfer,2023/1/29,21.09,Declined,CID1259
TR0857,Bank Transfer,2022/2/1,49.1,Declined,CID1432
TR0858,Bank Transfer,2023/1/26,340.01,Finished,CID1858
TR0859,Apple Pay,2023/3/21,253.71,Finished,CID1651
TR0860,Apple Pay,2023/4/20,446.89,Declined,CID1359
TR0861,Credit Card,2022/1/1,225.79,Declined,CID1351
TR0862,Credit Card,2022/3/11,246.89,Declined,CID1137
TR0863,Credit Card,2023/1/12,263.39,Finished,CID1331
TR0864,Credit Card,2022/10/19,393.73,Declined,CID1059
TR0865,Credit Card,2022/8/31,393.79,Declined,CID1625
TR0866,Apple Pay,2022/3/10,32.21,Finished,CID1849
TR0867,Credit Card,2023/8/26,55.83,Finished,CID1623
TR0868,Bank Transfer,2023/6/11,276.88,Finished,CID1754
TR0869,Credit Card,2022/5/5,28.07,Declined,CID1505
TR0870,Credit Card,2022/1/2,229.88,Finished,CID1172
